date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:11:44	939/939	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223ab-5e2ccb9db7e8e%22	https://nutz.in/assets/img/demo/creative-agency/parallax/layer09.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/creative-agency/parallax/layer09.svg	(from https://nutz.in/)
18:11:45	11673/11673	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222d99-5e2ccb9db8e2e%22	https://nutz.in/assets/img/demo/creative-agency/parallax/layer10.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/creative-agency/parallax/layer10.svg	(from https://nutz.in/)
18:11:46	1135/1135	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2246f-5e2ccb9db8e2e%22	https://nutz.in/assets/img/demo/creative-agency/parallax/layer11.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/creative-agency/parallax/layer11.svg	(from https://nutz.in/)
18:11:47	13312/13312	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223400-5e2ccb9db8e2e%22	https://nutz.in/assets/img/demo/creative-agency/parallax/layer12.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/creative-agency/parallax/layer12.svg	(from https://nutz.in/)
18:11:47	23231/23231	---M--	200	added ('OK')	image/png	etag:%225abf-5e2ccb9db8e2e%22	https://nutz.in/assets/img/demo/creative-agency/parallax/layer13.png	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/creative-agency/parallax/layer13.png	(from https://nutz.in/)
18:11:49	937/937	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223a9-5e2ccb9db8e2e%22	https://nutz.in/assets/img/demo/creative-agency/parallax/layer14.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/creative-agency/parallax/layer14.svg	(from https://nutz.in/)
18:11:50	391/391	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22187-5e2ccb9daa3cf%22	https://nutz.in/assets/feather/pen-tool.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/feather/pen-tool.svg	(from https://nutz.in/)
18:11:51	307/307	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22133-5e2ccb9da848f%22	https://nutz.in/assets/feather/code.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/feather/code.svg	(from https://nutz.in/)
18:11:52	332/332	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2214c-5e2ccb9daa3cf%22	https://nutz.in/assets/feather/smartphone.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/feather/smartphone.svg	(from https://nutz.in/)
18:11:53	328/328	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22148-5e2ccb9daa3cf%22	https://nutz.in/assets/feather/trending-up.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/feather/trending-up.svg	(from https://nutz.in/)
18:11:54	279/279	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22117-5e2ccb9daa3cf%22	https://nutz.in/assets/feather/shield.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/feather/shield.svg	(from https://nutz.in/)
18:11:55	339/339	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22153-5e2ccb9da848f%22	https://nutz.in/assets/feather/book-open.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/feather/book-open.svg	(from https://nutz.in/)
18:11:56	107839/107839	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221a53f-5e2ccb9db6eee%22	https://nutz.in/assets/img/demo/coworking/illustration01.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/coworking/illustration01.svg	(from https://nutz.in/)
18:11:56	7058/7058	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221b92-5e2ccb9db6eee%22	https://nutz.in/assets/img/demo/coworking/icons/tv.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/coworking/icons/tv.svg	(from https://nutz.in/)
18:11:58	6665/6665	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221a09-5e2ccb9db6eee%22	https://nutz.in/assets/img/demo/coworking/icons/sandwich.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/coworking/icons/sandwich.svg	(from https://nutz.in/)
18:11:59	3329/3329	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d01-5e2ccb9db6eee%22	https://nutz.in/assets/img/demo/coworking/icons/table-tennis.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/coworking/icons/table-tennis.svg	(from https://nutz.in/)
18:12:00	3849/3849	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f09-5e2ccb9db6eee%22	https://nutz.in/assets/img/demo/coworking/icons/living-room.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/coworking/icons/living-room.svg	(from https://nutz.in/)
18:12:01	2160/2160	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22870-5e2ccb9db6eee%22	https://nutz.in/assets/img/demo/coworking/icons/router.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/coworking/icons/router.svg	(from https://nutz.in/)
18:12:02	2753/2753	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ac1-5e2ccb9db6eee%22	https://nutz.in/assets/img/demo/coworking/icons/open-book.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/coworking/icons/open-book.svg	(from https://nutz.in/)
18:12:03	11319/11319	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222c37-5e2ccb9dbad6e%22	https://nutz.in/assets/img/demo/event-landing/partners/8.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/event-landing/partners/8.svg	(from https://nutz.in/)
18:12:04	11319/11319	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222c37-5e2ccb9dbad6e%22	https://nutz.in/assets/img/demo/event-landing/partners/7.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/event-landing/partners/7.svg	(from https://nutz.in/)
18:12:05	2072/2072	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22818-5e2ccb9dbad6e%22	https://nutz.in/assets/img/demo/event-landing/partners/9.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/event-landing/partners/9.svg	(from https://nutz.in/)
18:12:06	2070/2070	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22816-5e2ccb9db9dce%22	https://nutz.in/assets/img/demo/event-landing/partners/10.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/event-landing/partners/10.svg	(from https://nutz.in/)
18:12:07	8093/8093	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221f9d-5e2ccb9db9dce%22	https://nutz.in/assets/img/demo/event-landing/partners/16.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/event-landing/partners/16.svg	(from https://nutz.in/)
18:12:08	8230/8230	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222026-5e2ccb9db9dce%22	https://nutz.in/assets/img/demo/event-landing/partners/15.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/event-landing/partners/15.svg	(from https://nutz.in/)
18:12:09	10079/10079	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22275f-5e2ccb9db9dce%22	https://nutz.in/assets/img/demo/event-landing/partners/4.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/event-landing/partners/4.svg	(from https://nutz.in/)
18:12:10	10217/10217	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2227e9-5e2ccb9db9dce%22	https://nutz.in/assets/img/demo/event-landing/partners/3.svg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/demo/event-landing/partners/3.svg	(from https://nutz.in/)
18:12:10	4685/4685	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Nov%202022%2010:12:10%20GMT	https://nutz.in/cdn-cgi/l/email-protection	/Users/ruban/websites/nutzclone/nutz.in/cdn-cgi/l/email-protection.html	(from https://nutz.in/)
18:12:12	37325/37325	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Nov%202022%2010:12:11%20GMT	https://nutz.in/careers	/Users/ruban/websites/nutzclone/nutz.in/careers.html	(from https://nutz.in/)
18:12:12	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22635be162-4d7%22	https://nutz.in/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	/Users/ruban/websites/nutzclone/nutz.in/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://nutz.in/)
18:12:13	72380/72380	---M-Z	200	added ('OK')	application/javascript	etag:%2211abc-5e2ccb9ddef8c-gzip%22	https://nutz.in/assets/vendor/jquery/dist/jquery.slim.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/jquery/dist/jquery.slim.min.js	(from https://nutz.in/)
18:12:14	84152/84152	---M-Z	200	added ('OK')	application/javascript	etag:%22148b8-5e2ccb9ddd04c-gzip%22	https://nutz.in/assets/vendor/bootstrap/dist/js/bootstrap.bundle.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/bootstrap/dist/js/bootstrap.bundle.min.js	(from https://nutz.in/)
18:12:15	2338/2338	---M-Z	200	added ('OK')	application/javascript	etag:%22922-5e2ccb9ddd04c-gzip%22	https://nutz.in/assets/vendor/bs-custom-file-input/dist/bs-custom-file-input.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/bs-custom-file-input/dist/bs-custom-file-input.min.js	(from https://nutz.in/)
18:12:16	58168/58168	---M-Z	200	added ('OK')	application/javascript	etag:%22e338-5e2ccb9de2e0b-gzip%22	https://nutz.in/assets/vendor/simplebar/dist/simplebar.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/simplebar/dist/simplebar.min.js	(from https://nutz.in/)
18:12:17	6563/6563	---M-Z	200	added ('OK')	application/javascript	etag:%2219a3-5e2ccb9de3dab-gzip%22	https://nutz.in/assets/vendor/smooth-scroll/dist/smooth-scroll.polyfills.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/smooth-scroll/dist/smooth-scroll.polyfills.min.js	(from https://nutz.in/)
18:12:18	25417/25417	---M-Z	200	added ('OK')	application/javascript	etag:%226349-5e2ccb9ddff2c-gzip%22	https://nutz.in/assets/vendor/lightgallery.js/dist/js/lightgallery.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/lightgallery.js/dist/js/lightgallery.min.js	(from https://nutz.in/)
18:12:19	15498/15498	---M-Z	200	added ('OK')	application/javascript	etag:%223c8a-5e2ccb9dddfec-gzip%22	https://nutz.in/assets/vendor/jarallax/dist/jarallax.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/jarallax/dist/jarallax.min.js	(from https://nutz.in/)
18:12:20	21133/21133	---M-Z	200	added ('OK')	application/javascript	etag:%22528d-5e2ccb9ddd04c-gzip%22	https://nutz.in/assets/vendor/cleave.js/dist/cleave.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/cleave.js/dist/cleave.min.js	(from https://nutz.in/)
18:12:21	31966/31966	---M-Z	200	added ('OK')	application/javascript	etag:%227cde-5e2ccb9de3dab-gzip%22	https://nutz.in/assets/vendor/tiny-slider/dist/min/tiny-slider.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/tiny-slider/dist/min/tiny-slider.js	(from https://nutz.in/)
18:12:22	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:%2215da-5e2ccb9dddfec-gzip%22	https://nutz.in/assets/vendor/imagesloaded/imagesloaded.pkgd.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/imagesloaded/imagesloaded.pkgd.min.js	(from https://nutz.in/)
18:12:23	19907/19907	---M-Z	200	added ('OK')	application/javascript	etag:%224dc3-5e2ccb9de2e0b-gzip%22	https://nutz.in/assets/vendor/shufflejs/dist/shuffle.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/shufflejs/dist/shuffle.min.js	(from https://nutz.in/)
18:12:24	7967/7967	---M-Z	200	added ('OK')	application/javascript	etag:%221f1f-5e2ccb9ddef8c-gzip%22	https://nutz.in/assets/vendor/lg-video.js/dist/lg-video.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/lg-video.js/dist/lg-video.min.js	(from https://nutz.in/)
18:12:25	17314/17314	---M-Z	200	added ('OK')	application/javascript	etag:%2243a2-5e2ccb9de0ecc-gzip%22	https://nutz.in/assets/vendor/parallax-js/dist/parallax.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/parallax-js/dist/parallax.min.js	(from https://nutz.in/)
18:12:26	19024/19024	---M-Z	200	added ('OK')	application/javascript	etag:%224a50-5e2ccb9ddb10c-gzip%22	https://nutz.in/assets/js/theme.min.js	/Users/ruban/websites/nutzclone/nutz.in/assets/js/theme.min.js	(from https://nutz.in/)
18:12:28	108861/108861	---MCZ	200	added ('OK')	text/html	date:Wed,%2002%20Nov%202022%2010:12:27%20GMT	https://nutz.in/site.webmanifest	/Users/ruban/websites/nutzclone/nutz.in/site.html	(from https://nutz.in/safari-pinned-tab.svg)
18:12:29	385910/385910	---M-Z	200	added ('OK')	text/css	etag:%225e376-5e2ccb9de4d4b-gzip%22	https://nutz.in/css/theme.min.css	/Users/ruban/websites/nutzclone/nutz.in/css/theme.min.css	(from https://nutz.in/safari-pinned-tab.svg)
18:12:30	4432/4432	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%221150-5e2ccb9ddff2c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg8306.ttf?22t19m	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg83068306.ttf	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
18:12:31	4508/4508	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22119c-5e2ccb9ddff2c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg8306.woff?22t19m	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg83068306.woff	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
18:12:32	9873/9873	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222691-5e2ccb9ddff2c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg8306.svg?22t19m	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg83068306.svg	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
18:12:32	1482/1482	---M--	200	added ('OK')	image/png	etag:%225ca-5e2ccb9ddff2c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/img/vimeo-play.png	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/lightgallery.js/dist/img/vimeo-play.png	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
18:12:33	819/819	---M--	200	added ('OK')	image/png	etag:%22333-5e2ccb9ddff2c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/img/video-play.png	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/lightgallery.js/dist/img/video-play.png	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
18:12:34	2703/2703	---M--	200	added ('OK')	image/png	etag:%22a8f-5e2ccb9ddff2c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/img/youtube-play.png	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/lightgallery.js/dist/img/youtube-play.png	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
18:12:35	3801/3801	---M--	200	added ('OK')	image/gif	etag:%22ed9-5e2ccb9ddff2c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/img/loading.gif	/Users/ruban/websites/nutzclone/nutz.in/assets/vendor/lightgallery.js/dist/img/loading.gif	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
18:12:36	29254/29254	---M--	200	added ('OK')	image/png	etag:%227246-5e2ccb9dab36e%22	https://nutz.in/assets/img/account/signin-illustration.png	/Users/ruban/websites/nutzclone/nutz.in/assets/img/account/signin-illustration.png	(from https://nutz.in/assets/css/theme.min.css)
18:12:37	199/199	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2002%20Nov%202022%2010:12:37%20GMT	https://nutz.in/assets/	/Users/ruban/websites/nutzclone/nutz.in/assets/index.html	(from https://nutz.in/assets/css/theme.min.css)
18:12:38	428949/428949	---M--	200	added ('OK')	image/jpeg	etag:%2268b95-5e2ccb9dd340c%22	https://nutz.in/assets/img/pages/contacts/map02.jpg	/Users/ruban/websites/nutzclone/nutz.in/assets/img/pages/contacts/map02.jpg	(from https://nutz.in/contact)
18:12:38	1071/1071	---M-Z	200	added ('OK')	text/css	etag:%2242f-5e2ccb9d9a9cf-gzip%22	https://nutz.in/assets/assets/vendor/akfont/akfont.css	/Users/ruban/websites/nutzclone/nutz.in/assets/assets/vendor/akfont/akfont.css	(from https://nutz.in/about)
18:12:39	92208/92208	---M-Z	200	added ('OK')	text/css	etag:%2216830-5e2ccb9da26cf-gzip%22	https://nutz.in/assets/assets/vendor/icofont/icofont.min.css	/Users/ruban/websites/nutzclone/nutz.in/assets/assets/vendor/icofont/icofont.min.css	(from https://nutz.in/about)
18:12:40	100020/100020	---M-Z	200	added ('OK')	text/css	etag:%22186b4-5e2ccb9da366f-gzip%22	https://nutz.in/assets/assets/vendor/remixicon/remixicon.css	/Users/ruban/websites/nutzclone/nutz.in/assets/assets/vendor/remixicon/remixicon.css	(from https://nutz.in/about)
18:12:41	76360/76360	---M-Z	200	added ('OK')	text/css	etag:%2212a48-5e2ccb9d9e84f-gzip%22	https://nutz.in/assets/assets/vendor/boxicons/boxicons.css	/Users/ruban/websites/nutzclone/nutz.in/assets/assets/vendor/boxicons/boxicons.css	(from https://nutz.in/about)
18:12:42	43263/43263	---M--	200	added ('OK')	image/jpeg	etag:%22a8ff-5e733dbe08f2c%22	https://nutz.in/uploads/teams/AK_Gowtham.jpg	/Users/ruban/websites/nutzclone/nutz.in/uploads/teams/AK_Gowtham.jpg	(from https://nutz.in/about)
18:12:44	155578/155578	---M--	200	added ('OK')	image/jpeg	etag:%2225fba-5e733dbe0be0c%22	https://nutz.in/uploads/teams/RC_Kanishk.jpg	/Users/ruban/websites/nutzclone/nutz.in/uploads/teams/RC_Kanishk.jpg	(from https://nutz.in/about)
18:12:45	173244/173244	---M--	200	added ('OK')	image/jpeg	etag:%222a4bc-5e733dbe0be0c%22	https://nutz.in/uploads/teams/KB_Hariprasath.jpg	/Users/ruban/websites/nutzclone/nutz.in/uploads/teams/KB_Hariprasath.jpg	(from https://nutz.in/about)
18:12:46	205060/205060	---M--	200	added ('OK')	image/jpeg	etag:%2232104-5e733dbe09ecc%22	https://nutz.in/uploads/teams/Ak_Saranya.jpg	/Users/ruban/websites/nutzclone/nutz.in/uploads/teams/Ak_Saranya.jpg	(from https://nutz.in/about)
18:12:47	181806/181806	---M--	200	added ('OK')	image/jpeg	etag:%222c62e-5e733dbe0be0c%22	https://nutz.in/uploads/teams/R_Logesh.jpg	/Users/ruban/websites/nutzclone/nutz.in/uploads/teams/R_Logesh.jpg	(from https://nutz.in/about)
